SampleID,Condition,Replicate,bamReads,bamControl,Peaks,PeakCaller
OB_3m1,3m,1,../BAM/Olfactory_Bulb_3m1_H3K4me3_AGTCAA_trimmed.FIXSEQ_CLEANED_READS.bam,../BAM/Olfactory_Bulb_3m1_H3_CGATGT_trimmed.FIXSEQ_CLEANED_READS.bam,../Peaks_intersecting_repeats/OB_H3K4me3_Repeatmasker_mm9_25bp_extend.bed,bed
OB_3m2,3m,2,../BAM/Olfactory_Bulb_3m2_H3K4me3_AGTTCC_trimmed.FIXSEQ_CLEANED_READS.bam,../BAM/Olfactory_Bulb_3m2_H3_TGACCA_trimmed.FIXSEQ_CLEANED_READS.bam,../Peaks_intersecting_repeats/OB_H3K4me3_Repeatmasker_mm9_25bp_extend.bed,bed
OB_12m1,12m,1,../BAM/Olfactory_Bulb_12m1_H3K4me3_ATGTCA_trimmed.FIXSEQ_CLEANED_READS.bam,../BAM/Olfactory_Bulb_12m1_H3_ACAGTG_trimmed.FIXSEQ_CLEANED_READS.bam,../Peaks_intersecting_repeats/OB_H3K4me3_Repeatmasker_mm9_25bp_extend.bed,bed
OB_12m2,12m,2,../BAM/Olfactory_Bulb_12m2_H3K4me3_CCGTCC_trimmed.FIXSEQ_CLEANED_READS.bam,../BAM/Olfactory_Bulb_12m2_H3_GCCAAT_trimmed.FIXSEQ_CLEANED_READS.bam,../Peaks_intersecting_repeats/OB_H3K4me3_Repeatmasker_mm9_25bp_extend.bed,bed
OB_29m1,29m,1,../BAM/Olfactory_Bulb_29m1_H3K4me3_GTCCGC_trimmed.FIXSEQ_CLEANED_READS.bam,../BAM/Olfactory_Bulb_29m1_H3_CAGATC_trimmed.FIXSEQ_CLEANED_READS.bam,../Peaks_intersecting_repeats/OB_H3K4me3_Repeatmasker_mm9_25bp_extend.bed,bed
OB_29m2,29m,2,../BAM/Olfactory_Bulb_29m2_H3K4me3_GTGAAA_trimmed.FIXSEQ_CLEANED_READS.bam,../BAM/Olfactory_Bulb_29m2_H3_CTTGTA_trimmed.FIXSEQ_CLEANED_READS.bam,../Peaks_intersecting_repeats/OB_H3K4me3_Repeatmasker_mm9_25bp_extend.bed,bed
