NAME	aNSCs	Astrocytes	Brown_adipocytes	Cardiac_fibroblasts	Dermal_fibroblasts	Endothelial_cells	Erythrocytes	Granulocytes	Macrophages	Microglia	Monocytes	Neurons	Neutrophils	NK_cells	NPCs	Oligodendrocytes	qNSCs	Plasma_cells	T_cells	White_adipocytes	Cardiomyocytes	Hepatocytes	B_cells	
C8a	12.538640937968701	12.538640937968701	12.538640937968701	15.20952076393115	12.538640937968701	12.538640937968701	12.538640937968701	12.538640937968701	12.538640937968701	12.538640937968701	12.538640937968701	15.125208443316748	12.538640937968701	12.538640937968701	15.244424159531702	12.538640937968701	12.538640937968701	12.538640937968701	12.538640937968701	12.538640937968701	12.538640937968701	575.8704430594739	12.538640937968701	
C9	12.538640937968701	12.538640937968701	12.538640937968701	12.538640937968701	12.538640937968701	12.538640937968701	12.538640937968701	12.538640937968701	12.538640937968701	12.538640937968701	12.538640937968701	12.538640937968701	12.538640937968701	12.538640937968701	15.871606476158698	12.538640937968701	12.538640937968701	12.538640937968701	12.538640937968701	12.538640937968701	12.538640937968701	604.9767757110667	12.538640937968701	
C920021L13Rik	28.7698190457928	37.07105134248519	32.760451758134295	22.987649672454097	18.945589231212896	3184.5111742137233	16.041608114278553	12.538640937968701	15.465378566513849	66.70051719128242	23.730659488945605	36.1605244282091	14.35754618993035	12.538640937968701	19.858623338732897	69.11624555904179	47.02292395325874	29.267334885560995	15.148893600599003	37.84539052845976	792.6953521692916	17.187052986410045	20.735015965616498	
Cacna1b	12.538640937968701	32.93013775833909	19.827180349227845	26.440229541619146	23.511759028704102	14.264781816059152	12.538640937968701	12.538640937968701	15.207146632320153	33.0162949168914	12.538640937968701	1032.4059854796196	12.538640937968701	12.538640937968701	48.23970748168941	73.0528876398161	12.538640937968701	14.421076055581599	12.538640937968701	21.260052074661147	12.538640937968701	12.538640937968701	14.317265530695902	
Cacna1e	12.538640937968701	143.83795703077004	12.538640937968701	22.403739750614	14.832341454080902	32.20658737941334	18.828354566966347	18.4806012909409	12.538640937968701	60.59437143772324	12.538640937968701	1803.2316656378594	43.462928329525106	12.538640937968701	18.696322436940402	36.4236264355263	14.590611491355597	1516.0089174529598	12.538640937968701	21.432779677317356	12.538640937968701	12.538640937968701	236.71172990940755	
Cacna1h	13.656425447681553	88.23445667564742	22.449658907400302	20.7618615132753	21.988863436240905	14.938027983573047	25.224767545802607	12.538640937968701	12.538640937968701	22.536834308263096	12.538640937968701	429.70440879459034	13.77785408558125	12.538640937968701	133.544240495381	106.08554242205302	46.33161344192534	2459.3718131225005	12.538640937968701	23.747978920773754	17.506559998416304	12.538640937968701	44.936451268902836	
Cacna1i	15.302578000440697	35.9745194440832	12.538640937968701	16.9826155133253	12.538640937968701	13.716623873973798	30.432689785623197	28.3647779259641	15.491214960486051	27.836125248130653	12.538640937968701	337.48186063600997	16.66230859862215	12.538640937968701	14.8156555533566	33.454654829301894	12.538640937968701	36.6367194325624	12.538640937968701	16.193728919188302	12.538640937968701	12.538640937968701	711.7659793284115	
Cacna1s	12.538640937968701	15.553037865527003	14.3948808938776	15.20952076393115	12.538640937968701	12.538640937968701	12.538640937968701	12.538640937968701	16.93646140789425	31.645798132436944	12.538640937968701	17.044404474159148	12.538640937968701	12.538640937968701	14.237910408676894	14.582052340788596	12.538640937968701	364.55532600526095	12.538640937968701	15.852484071198901	37.751982447613756	12.538640937968701	30.02051984909265	
Cacna2d1	123.71836655270201	130.74721610801095	56.8690455922443	87.9833397973581	152.74488081953805	14.440705938295599	12.538640937968701	12.538640937968701	12.538640937968701	24.121697298445497	12.538640937968701	1596.2114899359453	15.249014944729451	12.538640937968701	242.73689410348794	141.96220252700698	119.73858610830746	26.262194674080792	12.538640937968701	90.47614719970018	400.9973880060344	12.538640937968701	16.9402282362079	
Cacna2d3	46.34658598986741	79.93248977833501	12.538640937968701	12.538640937968701	17.498583810713303	12.538640937968701	12.538640937968701	12.538640937968701	12.538640937968701	26.188467020660898	12.538640937968701	875.8222383357294	12.538640937968701	12.538640937968701	44.0168591168718	47.33857147877671	12.538640937968701	12.538640937968701	12.538640937968701	16.366856534228155	37.503042389785655	12.538640937968701	12.538640937968701	
